Subject,Movie,pupil_size,MEGA_score,memorysource,recognition_accuracy,what_accuracy,where_accuracy_liberal,when_accuracy
GH44,mov38,-0.034269163,0.128516757,event_memory,1,1,1,1
GH44,mov39,-0.065333356,0.093942113,scenery_memory,1,0,0,0
GH44,mov4,-0.039342248,0.031584759,no_memory,0,1,1,1
GH44,mov40,0.039643062,0.114373608,no_memory,0,1,1,1
GH44,mov41,-0.022414591,0.142504283,no_memory,0,0,1,1
GH44,mov42,-0.054489372,-0.068075762,no_memory,0,0,0,0
GH44,mov43,0.03567089,-0.053887938,no_memory,0,0,0,1
GH44,mov44,0.003973261,-0.053659984,scenery_memory,1,1,0,1
GH44,mov45,-0.090813449,0.013048176,scenery_memory,1,1,0,0
GH44,mov46,-0.051574948,0.064411006,no_memory,0,0,0,0
GH44,mov47,0.002223922,0.205941084,scenery_memory,1,0,0,0
GH44,mov48,-0.052683133,-0.232713893,event_memory,1,1,1,0
GH44,mov5,0.006445726,0.253699386,event_memory,1,1,1,0
GH44,mov50,-0.002741087,0.011995844,event_memory,1,1,1,0
GH44,mov51,-0.102293283,-0.009086136,no_memory,0,1,1,1
GH44,mov52,-0.070114577,0.253598415,event_memory,1,1,1,1
GH44,mov53,-0.02786681,0.057901604,no_memory,0,0,0,0
GH44,mov54,-0.041286524,-0.019940517,scenery_memory,1,0,0,1
GH44,mov56,-0.053673098,0.06924476,no_memory,0,1,1,1
GH44,mov57,-0.020292806,0.196387342,no_memory,0,0,0,1
GH44,mov58,0.004096221,0.366465415,event_memory,1,1,1,1
GH44,mov59,-0.026020307,0.197076668,scenery_memory,1,0,0,0
GH44,mov6,0.046284984,0.128672983,scenery_memory,1,0,0,1
GH44,mov60,0.081088273,-0.06246754,no_memory,0,0,0,1
GH44,mov8,-0.098740758,0.241603774,scenery_memory,1,1,0,1
GH44,mov9,-0.06151279,0.052166141,no_memory,0,1,1,0
KE46,mov1,0.144460709,-0.003707197,no_memory,0,0,0,0
KE46,mov10,-0.016597036,-0.093998122,scenery_memory,1,0,0,1
KE46,mov11,0.042764189,-0.056509366,no_memory,0,0,1,0
KE46,mov12,-0.020416856,0.131332066,scenery_memory,1,1,0,1
KE46,mov13,0.05976193,-0.152707174,no_memory,0,1,1,0
KE46,mov14,0.088767976,-0.22106679,scenery_memory,1,0,0,0
KE46,mov16,-0.116654224,-0.119320937,scenery_memory,1,0,0,1
KE46,mov19,0.043576379,0.012879313,no_memory,0,0,0,0
KE46,mov20,0.051609763,0.208670412,scenery_memory,1,0,1,1
KE46,mov22,0.011936067,0.175645236,scenery_memory,1,0,1,0
KE46,mov24,0.062918899,0.263816607,scenery_memory,1,0,0,0
KE46,mov25,0.014558345,0.397402542,event_memory,1,1,1,1
KE46,mov26,-0.060603092,-0.101932176,scenery_memory,1,1,0,1
KE46,mov27,-0.025971309,0.103666228,event_memory,1,1,1,1
KE46,mov29,0.089454746,0.152263456,event_memory,1,1,1,1
KE46,mov3,-0.015273846,0.059227246,event_memory,1,1,1,1
KE46,mov30,-0.053183107,-0.039066377,event_memory,1,1,1,1
KE46,mov31,0.016592779,-0.010837162,event_memory,1,1,1,0
KE46,mov33,-0.095233554,0.092282243,scenery_memory,1,0,0,1
KE46,mov35,-0.045527888,-0.067317353,scenery_memory,1,1,0,1
KE46,mov36,-0.137605215,0.048964996,event_memory,1,1,1,1
KE46,mov37,0.099642387,0.345779006,no_memory,0,0,1,1
KE46,mov38,0.138214338,0.271417883,event_memory,1,1,1,0
KE46,mov39,-0.049366845,0.168620788,scenery_memory,1,0,0,0
KE46,mov4,-0.088246177,0.181046746,scenery_memory,1,1,0,1
KE46,mov40,0.061439631,0.186789088,no_memory,0,0,0,0
KE46,mov41,0.037210956,0.202217699,scenery_memory,1,1,0,0
KE46,mov42,-0.042940408,0.133433654,no_memory,0,1,1,1
KE46,mov43,0.024925078,0.048629618,scenery_memory,1,1,0,0
KE46,mov44,-0.04941038,0.054759775,scenery_memory,1,0,0,1
KE46,mov45,-0.110629356,0.176845326,event_memory,1,1,1,1
KE46,mov46,-0.108433561,0.048202689,scenery_memory,1,1,0,1
KE46,mov47,0.026437365,0.347766891,event_memory,1,1,1,1
KE46,mov48,0.009737693,0.157199654,scenery_memory,1,0,0,0
KE46,mov5,-0.009954762,0.118009002,event_memory,1,1,1,0
KE46,mov50,0.026068766,-0.006288488,scenery_memory,1,0,1,1
KE46,mov51,0.053788189,0.012051239,scenery_memory,1,1,0,1
KE46,mov52,-0.023579804,0.316121597,scenery_memory,1,1,0,0
KE46,mov53,0.099387195,0.021044487,event_memory,1,1,1,1
KE46,mov54,0.067254949,-0.145290833,no_memory,0,0,0,0
KE46,mov56,0.075415409,0.288010042,no_memory,0,0,0,1
KE46,mov57,-0.038765525,-0.079934998,event_memory,1,1,1,1
KE46,mov58,0.116644572,-0.00880754,no_memory,0,0,0,1
KE46,mov59,0.201545255,-0.034568028,scenery_memory,1,0,1,0
KE46,mov6,-0.011923634,-0.011825423,scenery_memory,1,0,1,0
KE46,mov60,0.150675691,-0.194632621,scenery_memory,1,0,0,0
KE46,mov8,-0.073367057,0.013504605,scenery_memory,1,1,0,0
KE46,mov9,0.01365736,-0.066406321,scenery_memory,1,0,0,0
LD74,mov1,0.056632352,0.028427206,scenery_memory,1,0,1,1
LD74,mov10,0.039946135,0.28896002,event_memory,1,1,1,0
LD74,mov11,0.130933759,-0.096660386,scenery_memory,1,1,0,1
LD74,mov12,0.129795747,-0.064302345,no_memory,0,0,0,0
LD74,mov13,0.191345974,-0.002385274,scenery_memory,1,0,0,1
LD74,mov14,0.093449578,-0.484306827,scenery_memory,1,0,0,0
LD74,mov16,0.137251663,-0.162052903,no_memory,0,0,0,1
LD74,mov19,0.009849739,0.024305203,scenery_memory,1,0,0,1
LD74,mov20,0.02947725,0.20028022,scenery_memory,1,0,1,0
LD74,mov22,0.092636409,0.116184463,scenery_memory,1,0,0,0
LD74,mov24,0.078789065,0.013692193,no_memory,0,1,0,1
LD74,mov25,0.092811091,-0.113229833,event_memory,1,1,1,0
LD74,mov26,0.018006376,-0.045720343,scenery_memory,1,1,0,1
LD74,mov27,0.075376266,0.187102833,no_memory,0,1,1,1
LD74,mov29,0.066243484,0.226023542,scenery_memory,1,0,0,1
LD74,mov3,0.0749066,0.130169584,scenery_memory,1,1,0,1
LD74,mov30,0.089503236,-0.071613701,event_memory,1,1,1,1
LD74,mov31,-0.018207461,-0.057289508,event_memory,1,1,1,1
LD74,mov33,0.123659066,-0.168806955,event_memory,1,1,1,1
LD74,mov35,0.210492216,-0.043530496,no_memory,0,0,0,0
LD74,mov36,-0.000461941,0.117069032,no_memory,0,1,0,0
LD74,mov37,0.138050383,0.148330319,scenery_memory,1,1,0,0
LD74,mov38,0.087829929,0.044285064,scenery_memory,1,1,0,0
LD74,mov39,0.138242626,-0.112595977,scenery_memory,1,1,0,1
LD74,mov4,0.007281824,-0.017125464,scenery_memory,1,0,0,0
LD74,mov40,0.118718654,-0.275880994,scenery_memory,1,1,0,1
LD74,mov41,0.031965175,-0.184026584,scenery_memory,1,0,0,1
LD74,mov42,0.250983867,0.029752775,scenery_memory,1,1,0,0
LD74,mov43,0.094823142,0.206742197,no_memory,0,0,0,0
LD74,mov44,0.097947668,0.030220579,scenery_memory,1,1,0,0
LD74,mov45,0.142429456,-0.103926527,event_memory,1,1,1,0
LD74,mov46,0.045557721,0.102710801,scenery_memory,1,1,0,0
LD74,mov47,0.030772002,0.196828364,scenery_memory,1,1,0,1
LD74,mov48,0.018200118,-0.039325312,event_memory,1,1,1,1
LD74,mov5,0.062124669,0.237765662,scenery_memory,1,0,0,0
LD74,mov50,0.02899737,0.123075656,scenery_memory,1,1,0,0
LD74,mov51,0.034687357,0.145329872,scenery_memory,1,1,0,1
LD74,mov52,0.045599601,0.402072441,no_memory,0,1,0,0
LD74,mov53,0.086069591,0.039296376,no_memory,0,1,1,1
LD74,mov54,0.095236496,-0.143823665,event_memory,1,1,1,0
LD74,mov56,0.017137477,-0.088370978,scenery_memory,1,1,0,1
LD74,mov57,0.115837694,0.150477673,scenery_memory,1,0,0,0
LD74,mov58,0.127842034,-0.041893297,no_memory,0,1,0,1
LD74,mov59,0.215299038,0.189840487,no_memory,0,0,1,1
LD74,mov6,0.191655385,0.009035888,scenery_memory,1,1,0,0
LD74,mov60,0.054935627,0.04193418,scenery_memory,1,1,0,0
LD74,mov8,0.107698283,-0.064842163,scenery_memory,1,1,0,1
LD74,mov9,0.108734312,0.077895417,scenery_memory,1,0,0,1
MA36,mov1,-0.033476615,0.227892596,scenery_memory,1,0,0,0
MA36,mov10,0.088173226,0.111614847,event_memory,1,1,1,0
MA36,mov11,0.067223488,0.150143166,scenery_memory,1,0,1,0
MA36,mov12,0.050786647,0.062294752,scenery_memory,1,0,0,0
MA36,mov13,-0.092634851,0.13320907,scenery_memory,1,1,0,1
MA36,mov14,0.000941318,0.298968837,event_memory,1,1,1,0
MA36,mov16,0.19556712,0.028698368,event_memory,1,1,1,0
MA36,mov19,0.016348883,0.113768939,no_memory,0,0,0,1
MA36,mov20,0.000262888,0.23639,scenery_memory,1,0,1,0
MA36,mov22,-0.148487713,-0.059549487,scenery_memory,1,1,0,1
MA36,mov24,0.137794818,0.40920546,scenery_memory,1,1,0,1
MA36,mov25,-0.146910452,0.530861641,event_memory,1,1,1,0
MA36,mov26,0.017090865,0.11328092,no_memory,0,0,1,0
MA36,mov27,-0.042533376,0.200370571,no_memory,0,1,1,1
MA36,mov29,-0.026108155,0.057317874,scenery_memory,1,0,0,0
MA36,mov3,0.03246614,-0.09216092,scenery_memory,1,0,1,0
MA36,mov30,0.048350622,0.125648133,scenery_memory,1,0,0,0
MA36,mov31,0.003363444,-0.096782111,event_memory,1,1,1,0
MA36,mov33,-0.078226997,0.210019774,no_memory,0,0,0,1
MA36,mov35,-0.047557761,0.127225672,event_memory,1,1,1,0
MA36,mov36,0.137807202,0.024622659,scenery_memory,1,0,1,1
MA36,mov37,-0.035127173,0.143747635,event_memory,1,1,1,0
MA36,mov38,0.012030973,0.104739909,scenery_memory,1,0,0,1
MA36,mov39,0.013731458,0.041525107,scenery_memory,1,1,0,1
MA36,mov4,-0.109805595,0.259762613,scenery_memory,1,1,0,1
MA36,mov40,0.050804874,0.074768567,event_memory,1,1,1,0
MA36,mov41,-0.078946867,0.059641879,scenery_memory,1,0,1,0
MA36,mov42,0.007822732,0.125392411,no_memory,0,0,0,1
MA36,mov43,0.09292559,0.11179042,no_memory,0,1,1,1
MA36,mov44,0.163068677,-0.001171682,no_memory,0,0,0,0
MA36,mov45,0.023677126,0.471241359,scenery_memory,1,0,1,0
MA36,mov46,0.107896236,0.124205408,scenery_memory,1,0,1,1
MA36,mov47,0.072183928,0.153792404,scenery_memory,1,1,0,1
MA36,mov48,0.091719478,0.076986989,event_memory,1,1,1,1
MA36,mov5,0.065733206,0.062142655,scenery_memory,1,1,0,0
MA36,mov50,0.055284632,0.291748193,event_memory,1,1,1,0
MA36,mov51,-0.047371742,-0.235902952,event_memory,1,1,1,0
MA36,mov52,-0.017622366,0.227075731,scenery_memory,1,1,0,0
MA36,mov53,-0.104579193,0.080570468,scenery_memory,1,1,0,1
MA36,mov54,-0.036253965,0.144520546,event_memory,1,1,1,1
MA36,mov56,0.073802874,0.065066272,scenery_memory,1,0,0,0
MA36,mov57,-0.068549824,0.281394243,scenery_memory,1,0,0,1
MA36,mov58,0.056943576,-0.259592282,scenery_memory,1,1,0,0
MA36,mov59,0.2041708,0.05006328,scenery_memory,1,0,0,0
MA36,mov6,0.124452085,-0.097823908,scenery_memory,1,0,0,0
MA36,mov60,0.210353782,0.079008853,no_memory,0,0,0,1
MA36,mov8,0.094391751,-0.197308577,no_memory,0,1,0,0
MA36,mov9,0.222332153,-0.256746913,no_memory,0,1,0,1
MG07,mov1,-0.02152311,0.102764677,event_memory,1,1,1,0
MG07,mov10,-0.040144158,0.044934881,scenery_memory,1,0,0,0
MG07,mov11,0.039886208,0.094026157,event_memory,1,1,1,0
MG07,mov12,0.019741197,0.115962409,no_memory,0,1,1,1
MG07,mov13,0.104932916,0.154867356,scenery_memory,1,0,0,1
MG07,mov14,-0.096663433,0.001575217,event_memory,1,1,1,0
MG07,mov16,0.059430324,0.128607483,no_memory,0,0,0,1
MG07,mov19,-0.141135485,0.072098845,scenery_memory,1,1,0,0
MG07,mov20,-0.115722115,0.058925352,scenery_memory,1,1,0,1
MG07,mov22,0.017737311,0.065198074,scenery_memory,1,1,0,0
MG07,mov24,0.059921412,0.045266381,scenery_memory,1,1,0,1
MG07,mov25,-0.02202598,0.320793849,event_memory,1,1,1,0
MG07,mov26,0.05280319,0.089399971,scenery_memory,1,1,0,0
MG07,mov27,-0.043423096,0.37922572,event_memory,1,1,1,0
MG07,mov29,-0.124515407,0.182753075,event_memory,1,1,1,0
MG07,mov3,-0.011226859,0.162984702,event_memory,1,1,1,0
MG07,mov30,0.051205767,0.12412436,no_memory,0,0,0,0
MG07,mov31,-0.010534911,0.10345987,event_memory,1,1,1,0
MG07,mov33,0.032932994,0.088662095,event_memory,1,1,1,0
MG07,mov35,-0.044058367,0.094314445,event_memory,1,1,1,0
MG07,mov36,-0.09950221,0.375708896,event_memory,1,1,1,1
MG07,mov37,0.004442571,0.189852957,scenery_memory,1,0,1,0
MG07,mov38,0.028351435,0.351040714,no_memory,0,1,0,1
MG07,mov39,-0.103489298,0.344571314,scenery_memory,1,1,0,1
MG07,mov4,-0.022160197,0.239728628,scenery_memory,1,0,0,1
MG07,mov40,-0.060190825,0.066084037,event_memory,1,1,1,1
MG07,mov41,0.025192148,0.57523135,scenery_memory,1,1,0,0
MG07,mov42,-0.096378393,0.318545424,no_memory,0,1,1,1
MG07,mov43,0.061634333,0.074181214,no_memory,0,0,0,1
MG07,mov44,-0.023996426,0.120999381,event_memory,1,1,1,0
MG07,mov45,-0.095526649,0.523625759,event_memory,1,1,1,1
MG07,mov46,-0.082560867,0.02659466,scenery_memory,1,1,0,0
MG07,mov47,0.01620723,0.158752176,no_memory,0,1,0,1
MG07,mov48,0.072172238,0.145511893,scenery_memory,1,0,1,0
MG07,mov5,0.052771634,0.354529322,no_memory,0,1,0,1
MG07,mov50,-0.377314611,0.403999783,no_memory,0,1,1,0
MG07,mov51,0.056924042,-0.094090315,no_memory,0,1,0,0
MG07,mov52,-0.063024236,0.364010241,event_memory,1,1,1,1
MG07,mov53,0.01606795,0.172083982,event_memory,1,1,1,0
MG07,mov54,0.047848306,0.00162285,no_memory,0,0,1,1
MG07,mov56,0.047317512,0.051623287,no_memory,0,0,1,1
MG07,mov57,-0.061734253,0.089921354,event_memory,1,1,1,0
MG07,mov58,0.035032805,-0.105269441,scenery_memory,1,0,0,0
MG07,mov59,0.013433803,0.128904095,no_memory,0,0,1,1
MG07,mov6,-0.023484939,0.034534279,scenery_memory,1,0,0,0
MG07,mov60,0.002087844,-0.052503812,scenery_memory,1,1,0,0
MG07,mov8,-0.042087085,0.184736092,scenery_memory,1,1,0,0
MG07,mov9,-0.031287793,0.30171252,scenery_memory,1,1,0,1
MM08,mov1,-0.161748188,0.043995204,event_memory,1,1,1,1
MM08,mov10,-0.128937089,0.321556516,event_memory,1,1,1,0
MM08,mov11,-0.004556768,0.134561975,scenery_memory,1,0,1,0
MM08,mov12,-0.010052447,0.13753207,event_memory,1,1,1,1
MM08,mov13,-0.100411918,0.203509436,no_memory,0,1,0,1
MM08,mov14,-0.085201619,0.067733609,scenery_memory,1,0,0,0
MM08,mov16,-0.081500978,0.043105359,event_memory,1,1,1,0
MM08,mov19,-0.036032992,-0.075399317,scenery_memory,1,0,0,0
MM08,mov20,0.029158898,0.082779679,event_memory,1,1,1,0
MM08,mov22,-0.070079551,-0.184171738,scenery_memory,1,0,0,0
MM08,mov24,-0.14561767,-0.118907993,event_memory,1,1,1,0
MM08,mov25,-0.098828805,-0.081360332,event_memory,1,1,1,0
MM08,mov26,0.015206214,-0.096357563,scenery_memory,1,1,0,1
MM08,mov27,-0.121576765,-0.079441976,event_memory,1,1,1,0
MM08,mov29,-0.047528984,-0.138330447,event_memory,1,1,1,0
MM08,mov3,-0.055659594,0.181621698,event_memory,1,1,1,1
MM08,mov30,-0.063275787,0.073651803,no_memory,0,1,1,1
MM08,mov31,-0.108167252,0.193361343,event_memory,1,1,1,1
MM08,mov33,-0.134627709,0.216204248,event_memory,1,1,1,1
MM08,mov35,-0.045318354,0.07911749,event_memory,1,1,1,1
MM08,mov36,-0.1198567,-0.208970009,event_memory,1,1,1,1
MM08,mov37,-0.130516761,0.153837648,event_memory,1,1,1,1
MM08,mov38,-0.001961301,0.237636777,scenery_memory,1,1,0,0
MM08,mov39,-0.153108134,0.08965768,event_memory,1,1,1,0
MM08,mov4,-0.021700731,0.049087314,no_memory,0,1,1,0
MM08,mov40,-0.075810328,0.110149896,event_memory,1,1,1,1
MM08,mov41,-0.062171432,0.208156175,scenery_memory,1,1,0,1
MM08,mov42,-0.008011104,0.148783157,event_memory,1,1,1,0
MM08,mov43,-0.098448133,0.267084696,scenery_memory,1,1,0,0
MM08,mov44,-0.136989015,-0.024707672,scenery_memory,1,0,1,1
MM08,mov45,-0.062811216,0.138525801,scenery_memory,1,0,0,0
MM08,mov46,-0.098031265,-0.038669994,scenery_memory,1,1,0,0
MM08,mov47,-0.022044327,-0.103691572,scenery_memory,1,1,0,1
MM08,mov48,-0.123242477,-0.151942757,scenery_memory,1,0,1,1
MM08,mov5,-0.014555794,0.076353001,no_memory,0,0,0,0
MM08,mov50,-0.070366864,0.123701997,event_memory,1,1,1,0
MM08,mov51,0.05789998,-0.038488712,event_memory,1,1,1,1
MM08,mov52,-0.120639956,0.276061491,scenery_memory,1,1,0,0
MM08,mov53,-0.070948292,-0.022781768,scenery_memory,1,0,0,1
MM08,mov54,-0.167267409,0.047455373,event_memory,1,1,1,0
MM08,mov56,-0.042044927,0.224378712,event_memory,1,1,1,0
MM08,mov57,-0.103889366,-0.114779219,event_memory,1,1,1,0
MM08,mov58,-0.04105747,0.035254408,scenery_memory,1,1,0,0
MM08,mov59,-0.064545536,0.017223922,scenery_memory,1,0,1,0
MM08,mov6,-0.069852849,0.087784907,scenery_memory,1,0,0,0
MM08,mov60,-0.163391068,0.205189364,no_memory,0,1,0,0
MM08,mov8,0.049036476,-0.028588767,scenery_memory,1,1,0,1
MM08,mov9,-0.018688621,0.174308739,scenery_memory,1,0,0,1
NA43,mov1,-0.264425824,0.307996301,event_memory,1,1,1,0
NA43,mov10,0.116550948,0.103530961,scenery_memory,1,0,0,0
NA43,mov11,0.093686225,0.19819884,scenery_memory,1,0,1,0
NA43,mov12,-0.181087008,0.126520929,scenery_memory,1,0,0,0
NA43,mov13,0.000529572,0.095026182,scenery_memory,1,1,0,0
NA43,mov14,-0.059962559,0.204930573,event_memory,1,1,1,0
NA43,mov16,0.116406066,0.104418341,no_memory,0,1,0,1
NA43,mov19,-0.190382682,0.115823189,event_memory,1,1,1,0
NA43,mov20,-0.073936219,0.225167189,scenery_memory,1,0,1,0
NA43,mov22,0.140739396,0.134779064,scenery_memory,1,0,0,0
NA43,mov24,0.070754791,0.048392987,scenery_memory,1,0,0,1
NA43,mov25,-0.047851961,0.125252263,event_memory,1,1,1,1
NA43,mov26,-0.040227809,0.084465797,no_memory,0,1,0,0
NA43,mov27,0.015816841,0.2612486,event_memory,1,1,1,0
NA43,mov29,-0.033459891,0.172736814,no_memory,0,0,1,0
NA43,mov3,0.007556492,-0.0797523,no_memory,0,0,1,0
NA43,mov30,-0.059950138,-0.121574505,event_memory,1,1,1,0
NA43,mov31,0.179504993,0.099330861,no_memory,0,0,0,1
NA43,mov33,0.04034367,0.049910593,no_memory,0,1,1,0
NA43,mov35,-0.044825607,0.188453051,scenery_memory,1,1,0,0
NA43,mov36,0.075862704,0.217561899,scenery_memory,1,1,0,1
NA43,mov37,-0.081871672,0.088546493,event_memory,1,1,1,1
NA43,mov38,0.007372935,-0.044571389,scenery_memory,1,1,0,1
NA43,mov39,-0.029195982,-0.049182154,scenery_memory,1,1,0,1
NA43,mov4,0.041291008,0.171236056,scenery_memory,1,0,0,0
NA43,mov40,-0.063434495,0.042354948,scenery_memory,1,1,0,1
NA43,mov41,-0.049498561,0.208293753,no_memory,0,1,1,0
NA43,mov42,-0.002049322,0.058377765,scenery_memory,1,1,0,0
NA43,mov43,0.106524237,0.549123247,scenery_memory,1,1,0,1
NA43,mov44,-0.020478738,-0.102212139,scenery_memory,1,0,0,1
NA43,mov45,-0.026133734,0.032009294,scenery_memory,1,0,0,0
NA43,mov46,0.082131677,0.06586211,no_memory,0,1,1,1
NA43,mov47,-0.124607339,-0.12634331,scenery_memory,1,1,0,0
NA43,mov48,0.137544684,0.10178428,scenery_memory,1,0,0,0
NA43,mov5,0.02413642,-0.157044519,no_memory,0,0,1,1
NA43,mov50,-0.096224631,-0.052678054,no_memory,0,0,1,0
NA43,mov51,-0.075001636,-0.262848741,scenery_memory,1,1,0,0
NA43,mov52,-0.02074654,0.000842121,no_memory,0,1,0,1
NA43,mov53,0.021746874,0.173657216,no_memory,0,0,1,0
NA43,mov54,0.015106185,0.127592737,scenery_memory,1,1,0,0
NA43,mov56,0.078988826,0.191898029,scenery_memory,1,0,1,0
NA43,mov57,-0.001975469,0.246354987,scenery_memory,1,0,1,0
NA43,mov58,0.111454357,-0.111742504,no_memory,0,0,1,0
NA43,mov59,0.01236016,0.147963802,no_memory,0,0,0,0
NA43,mov6,-0.059087706,-0.014637573,no_memory,0,0,1,0
NA43,mov60,0.02469935,0.093002985,scenery_memory,1,0,0,1
NA43,mov8,-0.09150556,0.063386148,no_memory,0,0,1,1
NA43,mov9,-0.130361913,0.010207382,scenery_memory,1,1,0,1
ND46,mov1,-0.212635723,0.016299389,event_memory,1,1,1,0
ND46,mov10,-0.142781542,0.070748048,no_memory,0,0,0,0
ND46,mov11,-0.197777628,0.084084136,event_memory,1,1,1,0
ND46,mov12,-0.014846295,-0.008210251,no_memory,0,0,0,0
ND46,mov13,-0.158599817,0.271384284,no_memory,0,0,0,0
ND46,mov14,-0.17449046,0.101932794,scenery_memory,1,0,0,0
ND46,mov16,-0.088000264,0.27550471,no_memory,0,0,1,0
ND46,mov19,-0.08147578,0.022635858,scenery_memory,1,1,0,1
ND46,mov20,-0.069864422,0.13063961,scenery_memory,1,1,0,0
ND46,mov22,-0.131435574,0.103164279,scenery_memory,1,0,0,1
ND46,mov24,-0.156733241,-0.036858469,scenery_memory,1,0,0,1
ND46,mov25,-0.237519431,0.266508745,event_memory,1,1,1,0
ND46,mov26,-0.146107018,0.077815614,scenery_memory,1,1,0,1
ND46,mov27,-0.12779212,0.198000751,event_memory,1,1,1,0
ND46,mov29,-0.190966172,0.117132533,no_memory,0,1,0,0
ND46,mov3,0.005993963,-0.122866792,no_memory,0,0,1,0
ND46,mov30,-0.034578874,-0.067048468,event_memory,1,1,1,1
ND46,mov31,-0.080903598,0.109692997,event_memory,1,1,1,1
ND46,mov33,-0.026895041,0.364731168,no_memory,0,0,0,0
ND46,mov35,-0.094288325,-0.019713058,event_memory,1,1,1,0
ND46,mov36,-0.015779702,-0.072999946,event_memory,1,1,1,0
ND46,mov37,-0.039544768,0.026872174,scenery_memory,1,0,0,0
ND46,mov38,-0.07979618,0.227671742,scenery_memory,1,1,0,0
ND46,mov39,-0.005180486,-0.057360547,scenery_memory,1,0,0,1
ND46,mov4,-0.162316289,0.175485896,scenery_memory,1,0,0,0
ND46,mov40,-0.180945703,0.011824428,no_memory,0,1,0,1
ND46,mov41,-0.147499869,0.088804898,scenery_memory,1,0,0,0
ND46,mov42,-0.07710382,0.152330441,event_memory,1,1,1,1
ND46,mov43,0.007346891,0.49785548,scenery_memory,1,0,0,0
ND46,mov44,-0.127476269,0.163164405,scenery_memory,1,0,1,0
ND46,mov45,0.022715201,-0.347474982,no_memory,0,0,0,1
ND46,mov46,-0.126455936,0.08143489,no_memory,0,1,0,0
ND46,mov47,-0.090680425,0.064724343,scenery_memory,1,1,0,0
ND46,mov48,-0.125499803,0.378628867,scenery_memory,1,0,1,0
ND46,mov5,-0.148068812,0.054966965,scenery_memory,1,1,0,0
ND46,mov50,-0.092106033,0.014838459,no_memory,0,1,1,1
ND46,mov51,-0.258345281,-0.033691771,scenery_memory,1,1,0,0
ND46,mov52,-0.102877044,0.182471866,scenery_memory,1,1,0,1
ND46,mov53,-0.07466687,0.161399731,scenery_memory,1,1,0,0
ND46,mov54,-0.068473684,0.001224321,scenery_memory,1,0,1,0
ND46,mov56,-0.003993181,0.134281672,scenery_memory,1,0,1,0
ND46,mov57,-0.084584312,0.279136284,event_memory,1,1,1,0
ND46,mov58,0.15059262,0.213746688,no_memory,0,1,0,1
ND46,mov59,-0.033982202,-0.048394312,no_memory,0,1,0,0
ND46,mov6,-0.132217979,-0.022450708,no_memory,0,0,0,1
ND46,mov60,0.086566051,-0.08842932,no_memory,0,0,0,1
ND46,mov8,-0.128224371,0.062530061,scenery_memory,1,0,0,1
